1.jpg,boat,712.6438,275.334,-93.65856,736.03937,257.73935,-136.0222,742.01025,258.67825,-136.3774,748.37756,259.48547,-136.60841,730.9457,256.6313,-70.700775,732.4642,256.5102,-70.73372,733.85706,256.60245,-70.754555,784.2673,278.96793,-238.09781,763.8951,272.8008,57.712765,726.3247,306.38013,-127.82143,719.53253,304.76312,-43.2892,792.5423,420.41263,-416.25168,725.6949,390.39386,230.70609,575.8051,510.06232,-515.6706,542.17816,425.38608,246.14494,368.7862,499.93503,-458.57538,358.0568,439.80096,126.47904,319.36835,515.69464,-528.32947,305.99902,448.6845,129.13803,309.56406,495.9358,-501.97375,324.6545,450.7746,63.01468,324.11795,492.93756,-443.0622,345.20453,451.62003,95.96534,616.355,708.78986,-204.76628,587.3582,669.79504,205.12297,440.0644,417.9655,-165.43498,436.8451,400.40018,146.85735,224.73715,237.57658,-115.72283,241.19885,225.50441,215.59239,179.45282,234.33221,-111.69878,194.54987,221.61772,215.74515,216.43784,107.53054,-216.19492,231.19016,87.84496,130.59177
10.jpg,boat,941.8353,434.61926,-75.86547,967.2866,423.28052,-121.8064,972.15594,425.48993,-122.041405,977.36505,427.70425,-122.18578,965.5609,420.43912,-44.530273,968.71454,420.20795,-44.55018,971.7682,420.22806,-44.535507,1010.91705,453.78113,-230.6835,1002.6908,440.83954,122.256294,948.75903,467.819,-113.49258,947.3768,464.62018,-12.505463,1015.7237,580.5153,-454.00165,950.7957,557.93164,312.06235,839.5807,582.2171,-660.69476,783.0528,565.8875,314.76645,688.25867,511.4242,-544.2997,649.6989,502.4514,68.07373,645.0021,501.7068,-596.762,613.52234,485.03882,53.581085,651.31494,492.25253,-566.4066,628.2927,481.62512,-2.2400599,662.2062,500.0458,-525.17896,643.37537,491.67575,35.57904,803.05273,859.52484,-228.07567,775.6984,818.4998,228.61299,653.47375,615.0416,-217.1538,619.1614,607.8904,195.39665,428.02606,430.32657,-201.16238,413.0087,414.16498,207.79628,372.95572,424.9916,-196.83655,356.9619,407.79446,201.28548,442.45465,305.81064,-285.6155,434.92465,280.60208,111.50625
11.jpg,boat,954.1094,226.7648,-187.83551,981.9891,227.95256,-194.77191,987.5863,233.10638,-194.9222,993.40344,238.2322,-195.0042,972.47125,217.16008,-155.98048,970.5846,213.8992,-156.2032,968.63837,210.6767,-156.32176,1011.7706,264.68243,-172.38837,981.0898,227.3317,2.4328313,957.62415,257.37872,-179.13278,945.0664,242.5329,-128.58763,978.0366,375.8895,-270.2063,901.8997,304.40775,142.4205,826.91003,450.6893,-308.6813,783.82495,366.20145,152.75555,685.5004,479.01996,-280.2185,668.30725,380.88818,69.99252,651.86426,496.9227,-321.39075,633.8549,384.83862,72.674225,641.71844,484.74637,-315.96194,637.0794,380.84973,32.941463,652.6272,479.16605,-274.2197,653.6686,387.77936,51.33905,786.24567,554.20917,-126.044586,756.7516,497.9597,126.5052,601.3996,421.98105,-251.31151,576.1725,388.88538,-1.5894712,370.48447,337.26224,-320.0224,381.04358,302.46347,-91.52694,332.2902,353.79254,-321.16824,337.0948,318.25223,-105.62679,315.6096,234.23434,-374.9313,336.02673,191.3791,-157.56946
12.jpg,boat,432.23462,274.29538,-269.2678,401.14706,259.2119,-241.44014,399.94962,259.62064,-241.64641,398.90598,259.46185,-241.79959,394.91724,263.61026,-317.69843,387.47104,267.4841,-318.00046,380.18097,271.27084,-318.25424,363.8696,289.1503,-66.3539,337.58066,307.80902,-402.25235,429.3295,307.29367,-195.50536,418.33337,314.38483,-295.61298,429.30307,416.13678,114.652695,346.8898,483.3158,-465.37222,607.3364,526.49084,167.86162,548.63806,620.1939,-486.49756,780.10504,539.7793,1.8513584,746.0057,609.2795,-391.2026,828.347,541.0087,2.519698,791.4856,623.6299,-436.01578,828.229,526.3091,-66.98917,804.2199,593.3083,-436.05554,806.3234,534.6317,-32.919846,788.6491,589.8809,-383.87695,634.8243,692.7589,190.8818,606.3597,770.7154,-190.0102,889.7912,538.905,80.4529,896.75287,560.39703,-229.56465,1174.2856,384.14618,-65.726685,1183.9636,387.64526,-348.22913,1243.0338,381.78632,-89.24304,1250.0953,375.2842,-370.91867,1175.9979,243.24335,-163.97482,1176.8726,251.2366,-532.0832
13.jpg,boat,60.71807,111.39463,6.9200873,57.01627,108.13981,11.983105,56.77941,108.24674,12.0226755,56.565422,108.27874,12.004277,55.847244,108.75559,-0.12818688,54.623127,109.14625,-0.15220995,53.459778,109.53509,-0.16966385,52.95111,112.14677,32.46851,48.388855,114.27666,-20.66193,61.351074,116.77672,16.131947,59.488262,117.47665,0.5010981,66.02079,134.35313,66.2982,53.119488,137.95866,-53.222485,100.065056,126.71778,93.88855,88.56263,136.55704,-66.75966,122.926544,111.65154,92.54499,119.53714,115.19626,-37.17722,128.74,107.19874,98.690796,127.94251,110.75613,-37.39489,129.39815,105.503876,92.349174,126.14177,107.94428,-33.205402,127.62379,107.55802,89.297424,123.72544,109.80821,-33.8682,99.869385,183.58984,35.871624,92.20087,189.54874,-35.72204,134.0194,154.83716,48.58774,103.32983,146.83453,-17.819931,176.90622,124.233765,77.279526,129.48277,132.77657,37.199852,184.2082,123.84538,78.46111,132.7938,133.47508,42.6056,184.08586,105.32061,57.111195,134.51668,121.75179,37.18864
14.jpg,boat,110.96301,85.23512,-28.718908,106.99364,80.07172,-17.470535,108.0967,79.4113,-17.387987,109.205635,78.609436,-17.400242,103.26394,82.772095,-31.380735,101.16185,84.047,-31.3795,99.12646,85.30668,-31.433453,107.52602,84.663185,39.955032,94.93001,93.36318,-19.855639,115.31715,91.50523,-6.6929464,109.37794,95.58448,-24.85876,132.52632,120.852455,84.9998,103.44433,132.03964,-71.92396,180.81584,131.0075,88.53573,161.6396,150.71413,-114.0034,227.59024,116.414055,22.50498,219.02856,125.84005,-121.57656,244.52493,112.073906,17.68266,235.32962,126.62308,-133.99065,244.59253,109.488045,-5.068072,239.45758,117.84636,-133.4761,239.27145,112.93877,10.512968,233.24205,119.851524,-119.85622,188.64047,195.1389,50.279533,178.2442,209.40936,-50.143272,272.74936,174.10492,43.748463,243.4309,136.52025,-57.899273,356.15073,181.79796,78.58692,303.37515,58.81094,-80.993004,362.313,190.27943,79.28694,316.9631,52.018436,-85.44051,396.35394,172.04546,49.754337,308.6334,20.716732,-140.7288
15.jpg,boat,434.95334,742.4304,-58.279236,394.05777,694.87854,-23.223225,390.85834,695.92645,-23.09505,388.22736,696.0664,-23.386623,380.31677,697.1493,-147.96281,365.79886,698.54114,-148.28915,351.64206,700.09534,-148.58359,327.4303,732.4445,181.25449,273.29028,741.48944,-363.9169,424.63058,806.88965,30.731691,403.3716,809.0681,-129.05583,421.76056,1009.42725,499.3239,248.6725,1072.5164,-668.72003,831.6364,1074.5476,702.1261,707.75555,1176.7493,-787.0735,1176.3439,1072.7145,581.4844,1142.268,1147.8528,-551.98303,1270.1368,1073.3475,609.8977,1247.1458,1169.7626,-616.4898,1266.085,1074.8308,500.91028,1259.3357,1121.8799,-602.39996,1229.236,1088.9752,535.1514,1224.7075,1120.7032,-536.9589,671.1822,1670.9038,364.0441,596.728,1768.4894,-362.588,934.1976,1127.6752,425.1252,953.4307,1154.5096,-311.69913,1445.1898,909.69763,709.2329,1501.698,887.0411,148.91957,1534.4111,923.9798,722.76196,1591.8243,900.2503,185.63428,1525.6073,691.417,531.9799,1602.6768,614.42755,-53.340313
16.jpg,boat,517.66986,292.71628,2.7909846,531.29175,281.97824,-42.220768,533.4561,283.29828,-42.347527,535.9384,284.61987,-42.678856,534.85474,280.1613,7.674281,538.9366,279.90515,7.637891,542.94147,280.00507,7.501419,558.6961,300.62094,-172.86832,567.4248,293.6016,47.66808,522.0322,315.2684,-38.04531,525.43054,312.98746,25.500751,555.42676,388.47983,-290.76135,551.1247,377.03137,182.80931,407.33554,289.4535,-339.44415,411.45538,298.9358,236.86905,268.16577,178.2254,-254.65192,299.84708,217.08978,187.62172,234.311,157.7643,-302.8253,282.6015,197.68892,207.5291,239.0631,149.68465,-268.7167,283.11627,194.81625,153.72743,252.14008,160.92699,-239.74039,284.45224,204.8535,164.74144,443.788,653.82825,-150.8488,445.2588,629.2475,151.28975,320.9224,431.04453,-73.301346,328.96423,411.063,189.97583,144.54352,317.77805,72.6467,166.48941,314.28906,302.8118,104.199554,314.47903,80.08272,127.25113,310.94226,308.7823,148.85637,213.72699,-1.380894,177.14978,221.27565,256.1802
17.jpg,boat,221.92828,509.99295,-40.21505,207.68796,502.80154,-37.056877,205.69221,503.00015,-37.041416,203.69418,502.96555,-37.176353,208.65303,505.0156,-65.26955,206.69858,506.64294,-65.37667,204.82883,508.23315,-65.386055,189.7009,513.22626,-5.3586583,190.18878,520.3313,-127.4255,219.69955,521.7134,-24.100714,219.9271,523.9513,-60.458256,207.65704,552.8561,64.20134,214.6214,577.095,-178.66891,296.29037,541.96155,88.94646,326.82898,572.203,-185.00365,364.60294,529.3663,64.13797,428.72253,546.75977,-110.55492,380.53577,522.6136,69.78547,456.13867,545.1847,-123.64499,384.2198,522.94604,47.48682,454.39105,534.95386,-120.040596,378.7249,528.2707,54.027134,444.04343,535.9274,-106.95687,323.85922,641.6242,75.38219,335.1104,665.06635,-75.2928,346.71768,495.31244,59.53875,356.94656,498.01358,-73.45321,430.7166,398.29297,88.843605,445.71088,397.73257,-38.123775,449.6088,391.0315,88.82084,465.6081,391.39734,-36.03616,425.18124,347.95276,62.283077,437.9855,335.54987,-70.56247
18.jpg,boat,162.81227,229.43832,-8.047367,151.11269,222.61278,0.2052651,150.77493,222.7923,0.2644283,150.51172,222.71574,0.16427454,147.86125,225.006,-23.338575,144.70671,226.63156,-23.448734,141.66704,228.22586,-23.450373,139.42992,235.31866,50.411034,127.14102,243.22534,-51.12225,164.48535,243.638,13.589524,159.78488,246.28519,-16.441973,170.98889,282.4174,120.24316,144.64285,310.0585,-104.89039,266.03192,234.42148,155.0641,253.05511,283.2938,-134.28528,335.48154,192.8283,131.09183,329.82568,222.53076,-80.42279,348.65836,179.1518,137.35089,348.1562,206.74673,-91.18056,348.6943,179.45078,118.30285,339.36588,200.55487,-79.79998,344.6194,187.49132,121.77181,334.39352,206.2277,-74.254814,267.04434,413.48773,71.71046,257.02307,442.69705,-71.673935,337.76395,284.2709,48.101105,334.05634,288.1111,-74.89589,468.6961,232.9225,78.77844,477.36752,231.88023,-14.755766,489.57715,237.72704,79.37844,500.3014,238.01039,-7.681346,489.7027,183.03165,43.77383,498.9665,167.62656,-36.338203
